 JULDAY,   TIME,  TRANS,LEAFPOT, RTPOT1, RTPOT2, RTPOT3, RTPOT4, RTPOT5, RTPOT6, RTPOT7, RTPOT8, RTPOT9,RTPOT10
227.,    420.00,      1.71,    -10.74,     -8.48,     -8.18,     -8.18,     -8.50,     -9.02,     -9.70,    -10.51,    -11.34,    -10.48,      0.00
227.,    480.00,      2.69,    -11.68,     -8.72,     -8.35,     -8.29,     -8.53,     -8.98,     -9.65,    -10.50,    -11.33,    -10.48,      0.00
227.,    540.00,      3.60,    -12.56,     -8.96,     -8.52,     -8.40,     -8.57,     -8.96,     -9.61,    -10.50,    -11.33,    -10.48,      0.00
227.,    600.00,      6.52,    -15.28,     -9.35,     -8.72,     -8.52,     -8.62,     -8.96,     -9.58,    -10.49,    -11.33,    -10.48,      0.00
227.,    660.00,     10.27,    -18.78,     -9.90,     -8.97,     -8.66,     -8.69,     -8.96,     -9.55,    -10.49,    -11.33,    -10.49,      0.00
227.,    720.00,     10.92,    -19.46,    -10.35,     -9.24,     -8.82,     -8.76,     -8.98,     -9.52,    -10.48,    -11.33,    -10.49,      0.00
227.,    780.00,     10.79,    -19.43,    -10.73,     -9.51,     -8.99,     -8.84,     -9.00,     -9.50,    -10.46,    -11.32,    -10.49,      0.00
227.,    840.00,     10.38,    -19.15,    -11.05,     -9.75,     -9.16,     -8.93,     -9.04,     -9.49,    -10.44,    -11.31,    -10.49,      0.00
227.,    900.00,      9.97,    -18.86,    -11.34,     -9.98,     -9.33,     -9.03,     -9.08,     -9.48,    -10.43,    -11.30,    -10.49,      0.00
227.,    960.00,      9.35,    -18.38,    -11.57,    -10.19,     -9.49,     -9.13,     -9.13,     -9.48,    -10.41,    -11.30,    -10.50,      0.00
227.,   1020.00,      8.50,    -17.69,    -11.74,    -10.37,     -9.64,     -9.23,     -9.18,     -9.48,    -10.39,    -11.29,    -10.50,      0.00
227.,   1080.00,      7.29,    -16.65,    -11.83,    -10.53,     -9.78,     -9.33,     -9.23,     -9.49,    -10.37,    -11.28,    -10.50,      0.00
227.,   1140.00,      6.37,    -15.89,    -11.88,    -10.66,     -9.91,     -9.42,     -9.29,     -9.50,    -10.35,    -11.27,    -10.50,      0.00
227.,   1200.00,      4.92,    -14.63,    -11.85,    -10.76,    -10.03,     -9.51,     -9.35,     -9.51,    -10.33,    -11.26,    -10.50,      0.00
227.,   1260.00,      4.92,    -14.68,    -11.90,    -10.85,    -10.13,     -9.60,     -9.41,     -9.53,    -10.32,    -11.25,    -10.51,      0.00
227.,   1320.00,      3.64,    -13.56,    -11.85,    -10.91,    -10.22,     -9.69,     -9.47,     -9.55,    -10.30,    -11.24,    -10.51,      0.00
227.,   1380.00,      3.94,    -13.88,    -11.90,    -10.97,    -10.31,     -9.76,     -9.53,     -9.57,    -10.29,    -11.24,    -10.51,      0.00
258.,      0.00,      6.34,    -14.56,     -4.79,     -5.13,     -7.36,     -9.65,     -9.63,     -9.62,    -10.27,    -11.23,    -10.51,      0.00
258.,     60.00,      3.13,    -11.49,     -5.90,     -5.90,     -6.78,     -8.81,     -9.56,     -9.64,    -10.26,    -11.21,    -10.52,      0.00
258.,    120.00,      1.95,    -10.39,     -6.49,     -6.39,     -6.87,     -8.25,     -9.33,     -9.65,    -10.25,    -11.20,    -10.52,      0.00
258.,    180.00,      1.18,     -9.69,     -6.90,     -6.74,     -7.03,     -8.01,     -9.06,     -9.64,    -10.24,    -11.19,    -10.52,      0.00
258.,    240.00,      0.46,     -9.05,     -7.19,     -7.01,     -7.19,     -7.91,     -8.85,     -9.59,    -10.23,    -11.18,    -10.52,      0.00
258.,    300.00,      0.15,     -8.79,     -7.42,     -7.22,     -7.33,     -7.89,     -8.69,     -9.52,    -10.22,    -11.17,    -10.52,      0.00
258.,    360.00,      0.50,     -9.15,     -7.64,     -7.41,     -7.47,     -7.90,     -8.59,     -9.45,    -10.21,    -11.17,    -10.53,      0.00
258.,    420.00,      0.85,     -9.50,     -7.84,     -7.58,     -7.59,     -7.93,     -8.52,     -9.37,    -10.20,    -11.16,    -10.53,      0.00
258.,    480.00,      1.78,    -10.40,     -8.05,     -7.75,     -7.71,     -7.97,     -8.48,     -9.30,    -10.20,    -11.15,    -10.53,      0.00
258.,    540.00,      2.85,    -11.42,     -8.28,     -7.92,     -7.82,     -8.02,     -8.45,     -9.24,    -10.18,    -11.15,    -10.53,      0.00
258.,    600.00,      4.63,    -13.10,     -8.57,     -8.09,     -7.95,     -8.07,     -8.45,     -9.18,    -10.17,    -11.15,    -10.53,      0.00
258.,    660.00,      9.12,    -17.26,     -9.06,     -8.33,     -8.08,     -8.14,     -8.46,     -9.14,    -10.17,    -11.15,    -10.54,      0.00
258.,    720.00,      9.26,    -17.47,     -9.41,     -8.57,     -8.23,     -8.21,     -8.47,     -9.11,    -10.15,    -11.14,    -10.54,      0.00
258.,    780.00,      9.97,    -18.20,     -9.77,     -8.81,     -8.39,     -8.30,     -8.50,     -9.08,    -10.13,    -11.13,    -10.54,      0.00
258.,    840.00,      9.22,    -17.61,    -10.03,     -9.03,     -8.55,     -8.39,     -8.53,     -9.06,    -10.11,    -11.12,    -10.54,      0.00
258.,    900.00,      8.69,    -17.20,    -10.26,     -9.23,     -8.71,     -8.48,     -8.58,     -9.05,    -10.08,    -11.12,    -10.54,      0.00
258.,    960.00,      8.29,    -16.92,    -10.46,     -9.41,     -8.86,     -8.58,     -8.62,     -9.04,    -10.06,    -11.11,    -10.55,      0.00
258.,   1020.00,      7.34,    -16.12,    -10.60,     -9.57,     -9.00,     -8.68,     -8.68,     -9.04,    -10.04,    -11.10,    -10.55,      0.00
258.,   1080.00,      6.61,    -15.53,    -10.71,     -9.72,     -9.13,     -8.77,     -8.73,     -9.04,    -10.01,    -11.09,    -10.55,      0.00
258.,   1140.00,      5.10,    -14.21,    -10.73,     -9.83,     -9.25,     -8.86,     -8.79,     -9.05,     -9.99,    -11.08,    -10.55,      0.00
258.,   1200.00,      4.86,    -14.04,    -10.79,     -9.93,     -9.35,     -8.95,     -8.85,     -9.06,     -9.97,    -11.07,    -10.55,      0.00
258.,   1260.00,      3.86,    -13.19,    -10.80,    -10.01,     -9.45,     -9.03,     -8.90,     -9.08,     -9.95,    -11.06,    -10.56,      0.00
258.,   1320.00,      3.78,    -13.16,    -10.85,    -10.08,     -9.53,     -9.11,     -8.96,     -9.10,     -9.93,    -11.05,    -10.56,      0.00
258.,   1380.00,      2.98,    -12.47,    -10.84,    -10.14,     -9.61,     -9.19,     -9.01,     -9.12,     -9.91,    -11.04,    -10.56,      0.00
288.,      0.00,      4.89,    -12.62,     -4.16,     -4.38,     -6.21,     -8.92,     -9.11,     -9.16,     -9.89,    -11.03,    -10.56,      0.00
288.,     60.00,      2.68,    -10.45,     -5.24,     -5.19,     -5.87,     -7.80,     -8.94,     -9.18,     -9.87,    -11.02,    -10.56,      0.00
288.,    120.00,      1.79,     -9.60,     -5.83,     -5.69,     -6.05,     -7.26,     -8.58,     -9.17,     -9.86,    -11.00,    -10.57,      0.00
288.,    180.00,      1.18,     -9.06,     -6.23,     -6.05,     -6.25,     -7.09,     -8.24,     -9.12,     -9.85,    -10.99,    -10.57,      0.00
288.,    240.00,      0.74,     -8.68,     -6.53,     -6.33,     -6.44,     -7.04,     -8.00,     -9.03,     -9.83,    -10.99,    -10.57,      0.00
288.,    300.00,      0.32,     -8.33,     -6.77,     -6.55,     -6.61,     -7.06,     -7.85,     -8.92,     -9.82,    -10.98,    -10.57,      0.00
288.,    360.00,      0.12,     -8.20,     -6.97,     -6.74,     -6.75,     -7.10,     -7.76,     -8.80,     -9.81,    -10.97,    -10.57,      0.00
288.,    420.00,      0.39,     -8.48,     -7.16,     -6.91,     -6.89,     -7.16,     -7.71,     -8.70,     -9.79,    -10.96,    -10.57,      0.00
288.,    480.00,      0.91,     -9.00,     -7.34,     -7.07,     -7.01,     -7.22,     -7.69,     -8.61,     -9.77,    -10.95,    -10.58,      0.00
288.,    540.00,      1.58,     -9.66,     -7.53,     -7.22,     -7.13,     -7.28,     -7.68,     -8.53,     -9.75,    -10.94,    -10.58,      0.00
288.,    600.00,      2.25,    -10.32,     -7.72,     -7.37,     -7.25,     -7.35,     -7.69,     -8.47,     -9.72,    -10.94,    -10.58,      0.00
288.,    660.00,      7.34,    -15.02,     -8.12,     -7.57,     -7.37,     -7.42,     -7.71,     -8.43,     -9.71,    -10.94,    -10.58,      0.00
288.,    720.00,      7.90,    -15.62,     -8.43,     -7.78,     -7.51,     -7.50,     -7.73,     -8.40,     -9.68,    -10.93,    -10.58,      0.00
288.,    780.00,      7.48,    -15.30,     -8.66,     -7.98,     -7.66,     -7.58,     -7.77,     -8.37,     -9.64,    -10.92,    -10.58,      0.00
288.,    840.00,      7.26,    -15.17,     -8.87,     -8.16,     -7.80,     -7.67,     -7.81,     -8.35,     -9.61,    -10.91,    -10.59,      0.00
288.,    900.00,      7.50,    -15.46,     -9.09,     -8.33,     -7.94,     -7.76,     -7.86,     -8.34,     -9.58,    -10.90,    -10.59,      0.00
288.,    960.00,      6.51,    -14.63,     -9.23,     -8.49,     -8.07,     -7.86,     -7.91,     -8.34,     -9.54,    -10.89,    -10.59,      0.00
288.,   1020.00,      6.69,    -14.86,     -9.41,     -8.64,     -8.20,     -7.95,     -7.97,     -8.34,     -9.51,    -10.88,    -10.59,      0.00
288.,   1080.00,      4.59,    -13.01,     -9.43,     -8.75,     -8.31,     -8.04,     -8.02,     -8.34,     -9.48,    -10.87,    -10.59,      0.00
288.,   1140.00,      4.99,    -13.43,     -9.55,     -8.86,     -8.42,     -8.12,     -8.08,     -8.36,     -9.45,    -10.86,    -10.59,      0.00
288.,   1200.00,      3.37,    -12.00,     -9.56,     -8.94,     -8.51,     -8.20,     -8.14,     -8.37,     -9.42,    -10.85,    -10.60,      0.00
288.,   1260.00,      3.97,    -12.60,     -9.66,     -9.03,     -8.60,     -8.28,     -8.19,     -8.39,     -9.39,    -10.84,    -10.60,      0.00
288.,   1320.00,      2.60,    -11.40,     -9.66,     -9.10,     -8.68,     -8.35,     -8.25,     -8.41,     -9.37,    -10.82,    -10.60,      0.00
288.,   1380.00,      3.09,    -11.88,     -9.74,     -9.16,     -8.75,     -8.42,     -8.30,     -8.43,     -9.35,    -10.82,    -10.60,      0.00
319.,      0.00,      3.86,    -11.00,     -3.64,     -3.78,     -5.20,     -7.98,     -8.38,     -8.48,     -9.31,    -10.80,    -10.60,      0.00
319.,     60.00,      2.29,     -9.41,     -4.70,     -4.60,     -5.08,     -6.70,     -8.08,     -8.50,     -9.29,    -10.78,    -10.60,      0.00
319.,    120.00,      1.61,     -8.76,     -5.26,     -5.10,     -5.33,     -6.28,     -7.59,     -8.46,     -9.28,    -10.77,    -10.61,      0.00
319.,    180.00,      1.13,     -8.35,     -5.65,     -5.45,     -5.56,     -6.19,     -7.24,     -8.35,     -9.26,    -10.76,    -10.61,      0.00
319.,    240.00,      0.76,     -8.05,     -5.95,     -5.73,     -5.77,     -6.21,     -7.03,     -8.21,     -9.25,    -10.75,    -10.61,      0.00
319.,    300.00,      0.46,     -7.82,     -6.19,     -5.95,     -5.94,     -6.26,     -6.92,     -8.06,     -9.23,    -10.73,    -10.61,      0.00
319.,    360.00,      0.22,     -7.64,     -6.39,     -6.14,     -6.10,     -6.33,     -6.87,     -7.92,     -9.21,    -10.72,    -10.61,      0.00
319.,    420.00,      0.12,     -7.60,     -6.56,     -6.31,     -6.24,     -6.41,     -6.85,     -7.81,     -9.18,    -10.71,    -10.61,      0.00
319.,    480.00,      0.28,     -7.80,     -6.72,     -6.46,     -6.37,     -6.49,     -6.85,     -7.72,     -9.14,    -10.70,    -10.61,      0.00
319.,    540.00,      0.80,     -8.32,     -6.88,     -6.60,     -6.49,     -6.56,     -6.87,     -7.65,     -9.11,    -10.69,    -10.62,      0.00
319.,    600.00,      1.51,     -9.02,     -7.05,     -6.74,     -6.60,     -6.64,     -6.90,     -7.60,     -9.07,    -10.68,    -10.62,      0.00
319.,    660.00,      5.51,    -12.73,     -7.36,     -6.91,     -6.72,     -6.72,     -6.93,     -7.57,     -9.03,    -10.68,    -10.62,      0.00
319.,    720.00,      5.59,    -12.87,     -7.57,     -7.08,     -6.85,     -6.80,     -6.97,     -7.55,     -8.98,    -10.66,    -10.62,      0.00
319.,    780.00,      6.96,    -14.19,     -7.82,     -7.26,     -6.98,     -6.89,     -7.02,     -7.53,     -8.94,    -10.65,    -10.62,      0.00
319.,    840.00,      6.23,    -13.59,     -8.00,     -7.42,     -7.11,     -6.98,     -7.07,     -7.53,     -8.90,    -10.64,    -10.62,      0.00
319.,    900.00,      6.12,    -13.56,     -8.16,     -7.57,     -7.24,     -7.07,     -7.12,     -7.53,     -8.85,    -10.63,    -10.62,      0.00
319.,    960.00,      5.90,    -13.42,     -8.31,     -7.71,     -7.36,     -7.16,     -7.18,     -7.53,     -8.81,    -10.61,    -10.62,      0.00
319.,   1020.00,      5.10,    -12.75,     -8.42,     -7.84,     -7.47,     -7.25,     -7.24,     -7.54,     -8.77,    -10.60,    -10.63,      0.00
319.,   1080.00,      4.29,    -12.07,     -8.50,     -7.94,     -7.58,     -7.33,     -7.30,     -7.56,     -8.73,    -10.59,    -10.63,      0.00
319.,   1140.00,      3.80,    -11.68,     -8.58,     -8.04,     -7.67,     -7.41,     -7.36,     -7.58,     -8.70,    -10.57,    -10.63,      0.00
319.,   1200.00,      3.39,    -11.35,     -8.65,     -8.12,     -7.76,     -7.49,     -7.42,     -7.60,     -8.67,    -10.56,    -10.63,      0.00
319.,   1260.00,      3.01,    -11.05,     -8.71,     -8.20,     -7.84,     -7.56,     -7.47,     -7.63,     -8.64,    -10.54,    -10.63,      0.00
319.,   1320.00,      2.63,    -10.75,     -8.76,     -8.27,     -7.92,     -7.63,     -7.53,     -7.65,     -8.62,    -10.53,    -10.63,      0.00
319.,   1380.00,      2.27,    -10.47,     -8.81,     -8.34,     -7.99,     -7.70,     -7.58,     -7.68,     -8.59,    -10.51,    -10.63,      0.00
349.,      0.00,      3.57,    -10.38,     -3.91,     -4.02,     -5.21,     -7.31,     -7.65,     -7.74,     -8.56,    -10.49,    -10.63,      0.00
349.,     60.00,      2.16,     -9.00,     -4.85,     -4.74,     -5.14,     -6.38,     -7.40,     -7.76,     -8.55,    -10.47,    -10.64,      0.00
349.,    120.00,      1.54,     -8.43,     -5.36,     -5.18,     -5.35,     -6.08,     -7.04,     -7.72,     -8.53,    -10.45,    -10.64,      0.00
349.,    180.00,      1.11,     -8.07,     -5.71,     -5.50,     -5.56,     -6.03,     -6.79,     -7.63,     -8.52,    -10.43,    -10.64,      0.00
349.,    240.00,      0.77,     -7.80,     -5.98,     -5.74,     -5.74,     -6.05,     -6.65,     -7.52,     -8.51,    -10.42,    -10.64,      0.00
349.,    300.00,      0.48,     -7.59,     -6.20,     -5.94,     -5.90,     -6.11,     -6.58,     -7.41,     -8.49,    -10.40,    -10.64,      0.00
349.,    360.00,      0.22,     -7.40,     -6.37,     -6.12,     -6.04,     -6.18,     -6.55,     -7.32,     -8.47,    -10.39,    -10.64,      0.00
349.,    420.00,      0.07,     -7.31,     -6.53,     -6.26,     -6.16,     -6.25,     -6.55,     -7.24,     -8.44,    -10.37,    -10.64,      0.00
349.,    480.00,      0.27,     -7.54,     -6.67,     -6.40,     -6.28,     -6.33,     -6.57,     -7.19,     -8.41,    -10.35,    -10.64,      0.00
349.,    540.00,      0.63,     -7.92,     -6.82,     -6.53,     -6.39,     -6.40,     -6.59,     -7.15,     -8.38,    -10.34,    -10.64,      0.00
349.,    600.00,      1.26,     -8.54,     -6.97,     -6.65,     -6.49,     -6.47,     -6.63,     -7.13,     -8.34,    -10.32,    -10.64,      0.00
349.,    660.00,      4.92,    -11.94,     -7.24,     -6.81,     -6.60,     -6.54,     -6.67,     -7.11,     -8.31,    -10.31,    -10.64,      0.00
349.,    720.00,      5.22,    -12.28,     -7.44,     -6.97,     -6.72,     -6.62,     -6.71,     -7.10,     -8.28,    -10.30,    -10.64,      0.00
349.,    780.00,      6.32,    -13.35,     -7.66,     -7.13,     -6.84,     -6.70,     -6.76,     -7.10,     -8.24,    -10.28,    -10.65,      0.00
349.,    840.00,      5.28,    -12.46,     -7.79,     -7.27,     -6.96,     -6.79,     -6.81,     -7.11,     -8.21,    -10.26,    -10.65,      0.00
349.,    900.00,      5.66,    -12.86,     -7.96,     -7.40,     -7.07,     -6.87,     -6.86,     -7.12,     -8.17,    -10.25,    -10.65,      0.00
349.,    960.00,      5.55,    -12.83,     -8.10,     -7.53,     -7.18,     -6.95,     -6.92,     -7.14,     -8.14,    -10.23,    -10.65,      0.00
349.,   1020.00,      4.71,    -12.12,     -8.20,     -7.64,     -7.29,     -7.04,     -6.97,     -7.16,     -8.12,    -10.21,    -10.65,      0.00
349.,   1080.00,      4.07,    -11.59,     -8.28,     -7.74,     -7.38,     -7.11,     -7.03,     -7.18,     -8.09,    -10.19,    -10.65,      0.00
349.,   1140.00,      3.67,    -11.27,     -8.35,     -7.83,     -7.47,     -7.19,     -7.09,     -7.20,     -8.07,    -10.17,    -10.65,      0.00
349.,   1200.00,      3.22,    -10.90,     -8.41,     -7.91,     -7.55,     -7.26,     -7.15,     -7.23,     -8.05,    -10.15,    -10.65,      0.00
349.,   1260.00,      2.92,    -10.67,     -8.48,     -7.98,     -7.63,     -7.33,     -7.20,     -7.26,     -8.03,    -10.13,    -10.65,      0.00
349.,   1320.00,      2.55,    -10.38,     -8.53,     -8.05,     -7.70,     -7.40,     -7.26,     -7.29,     -8.02,    -10.11,    -10.65,      0.00
349.,   1380.00,      2.28,    -10.18,     -8.58,     -8.11,     -7.77,     -7.46,     -7.31,     -7.32,     -8.01,    -10.09,    -10.65,      0.00
